                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 2.1157,                 3.8232,                 3.7696,                 1.6101,                0.00333,                   0.32,                0.00277,                0.00121,                0.00292,                   0.28,                0.00265,                0.00115,                 1.7505,                 3.7911,                 4.1198,                 1.8358,                    0.1,                      0,                      0
